LECROYWaveRunner9S,21305,Waveform
Segments,1,SegmentSize,5002
Ampl
0.404952
0.403187
0.408481
0.404952
0.401423
0.401423
0.401423
0.401423
0.403187
0.403187
0.404952
0.408481
0.413775
0.410245
0.403187
0.401423
0.404952
0.399658
0.401423
0.403187
0.406716
0.401423
0.404952
0.399658
0.399658
0.403187
0.403187
0.403187
0.403187
0.403187
0.403187
0.404952
0.404952
0.403187
0.401423
0.403187
0.403187
0.406716
0.404952
0.403187
0.408481
0.404952
0.406716
0.403187
0.401423
0.408481
0.404952
0.403187
0.406716
0.404952
0.408481
0.403187
0.403187
0.403187
0.401423
0.403187
0.403187
0.401423
0.399658
0.404952
0.403187
0.404952
0.403187
0.403187
0.401423
0.401423
0.401423
0.403187
0.403187
0.401423
0.403187
0.403187
0.404952
0.401423
0.406716
0.403187
0.403187
0.404952
0.404952
0.403187
0.404952
0.401423
0.401423
0.404952
0.403187
0.403187
0.403187
0.403187
0.404952
0.404952
0.404952
0.401423
0.41201
0.410245
0.413775
0.410245
0.403187
0.401423
0.404952
0.403187
0.401423
0.403187
0.404952
0.404952
0.403187
0.403187
0.403187
0.401423
0.399658
0.403187
0.403187
0.403187
0.399658
0.403187
0.403187
0.403187
0.403187
0.403187
0.403187
0.403187
0.404952
0.403187
0.403187
0.399658
0.403187
0.404952
0.404952
0.406716
0.404952
0.404952
0.404952
0.403187
0.410245
0.408481
0.408481
0.41201
0.406716
0.41201
0.450831
0.445537
0.450831
0.468477
0.438479
0.397893
0.399658
0.403187
0.399658
0.394364
0.404952
0.406716
0.403187
0.403187
0.403187
0.404952
0.404952
0.404952
0.403187
0.403187
0.403187
0.403187
0.403187
0.403187
0.406716
0.403187
0.403187
0.404952
0.41201
0.406716
0.41201
0.408481
0.406716
0.403187
0.403187
0.401423
0.399658
0.401423
0.404952
0.399658
0.401423
0.401423
0.406716
0.403187
0.403187
0.401423
0.406716
0.399658
0.401423
0.403187
0.403187
0.406716
0.408481
0.401423
0.404952
0.406716
0.401423
0.401423
0.406716
0.403187
0.404952
0.403187
0.403187
0.403187
0.406716
0.404952
0.404952
0.403187
0.404952
0.404952
0.403187
0.401423
0.403187
0.403187
0.403187
0.404952
0.401423
0.404952
0.404952
0.403187
0.406716
0.404952
0.403187
0.403187
0.403187
0.404952
0.406716
0.403187
0.408481
0.404952
0.406716
0.403187
0.403187
0.403187
0.404952
0.403187
0.404952
0.403187
0.403187
0.403187
0.406716
0.401423
0.403187
0.401423
0.403187
0.403187
0.403187
0.404952
0.408481
0.403187
0.403187
0.404952
0.41201
0.408481
0.41201
0.403187
0.403187
0.403187
0.403187
0.403187
0.401423
0.403187
0.403187
0.403187
0.404952
0.403187
0.404952
0.406716
0.408481
0.403187
0.408481
0.404952
0.404952
0.406716
0.404952
0.406716
0.406716
0.404952
0.403187
0.401423
0.403187
0.403187
0.401423
0.404952
0.406716
0.403187
0.403187
0.404952
0.403187
0.403187
0.406716
0.408481
0.408481
0.404952
0.399658
0.399658
0.404952
0.401423
0.401423
0.403187
0.403187
0.403187
0.406716
0.403187
0.404952
0.401423
0.403187
0.399658
0.406716
0.401423
0.403187
0.403187
0.406716
0.404952
0.404952
0.404952
0.403187
0.401423
0.404952
0.403187
0.401423
0.403187
0.404952
0.403187
0.403187
0.404952
0.404952
0.410245
0.410245
0.408481
0.403187
0.404952
0.403187
0.403187
0.403187
0.399658
0.404952
0.399658
0.404952
0.406716
0.404952
0.403187
0.399658
0.403187
0.404952
0.401423
0.401423
0.403187
0.403187
0.401423
0.404952
0.404952
0.404952
0.404952
0.403187
0.406716
0.401423
0.404952
0.406716
0.403187
0.404952
0.401423
0.403187
0.404952
0.403187
0.403187
0.403187
0.403187
0.404952
0.403187
0.401423
0.401423
0.404952
0.404952
0.404952
0.401423
0.403187
0.403187
0.403187
0.404952
0.404952
0.403187
0.406716
0.404952
0.403187
0.406716
0.404952
0.404952
0.403187
0.404952
0.403187
0.403187
0.403187
0.403187
0.403187
0.397893
0.397893
0.399658
0.401423
0.404952
0.403187
0.403187
0.404952
0.406716
0.404952
0.403187
0.403187
0.399658
0.404952
0.41201
0.410245
0.406716
0.404952
0.399658
0.404952
0.401423
0.403187
0.404952
0.403187
0.403187
0.403187
0.401423
0.403187
0.403187
0.406716
0.404952
0.404952
0.403187
0.401423
0.399658
0.401423
0.399658
0.401423
0.403187
0.403187
0.401423
0.406716
0.403187
0.403187
0.404952
0.404952
0.401423
0.401423
0.403187
0.404952
0.404952
0.406716
0.404952
0.403187
0.403187
0.403187
0.403187
0.408481
0.401423
0.403187
0.403187
0.399658
